"MeterID","Sleeping.Hours.Consumption.x","Working.Hours.Consumption.x","Evening.Hours.Consumption.x","Average_Consumption","Average_consumption_by_year","total_number_of_people","total_usage_purpose","total_heavy_devices","total_light_devices","total_heavy_device_usage","total_light_device_usage","income_category","emp_status","education"
2061,0.303403738317757,0.607701168224299,0.7299293389395,0.547025659995327,1569.03591666667,3,2,7,5,15,9,-1,1,5
2062,0.573728777985075,1.49362838152985,1.67462287246444,1.24735989117761,3576.2265,2,1,5,2,8,3,3,1,4
2063,0.242511363636364,0.706427651515152,0.597924810606061,0.515621275252525,1097.30316666667,4,1,8,6,11,9,-1,4,-1
2064,0.365359258395522,0.704982159514925,0.407179295873164,0.492500272055966,1467.20341666667,2,2,5,4,10,7,4,6,5
2068,0.161414328657315,0.709600325651303,0.4835276734285,0.451516782165818,1201.72291666667,2,2,4,5,6,10,-1,1,4
2069,0.286036497201493,0.726689832089552,0.630721730006995,0.547822464049747,1581.20866666667,4,2,5,5,11,10,3,1,4
2070,0.276010494402985,0.426830223880597,0.484836325483796,0.395899261562379,1119.72108333333,2,1,5,3,7,6,-1,6,4
2071,0.231594682835821,0.357670592350746,0.353260433667522,0.314178274387874,825.75275,1,1,5,1,6,1,-1,6,2
2072,0.223890275186567,0.7098515625,0.600117976218233,0.511293509521959,1467.39933333333,5,2,4,2,11,5,7,1,4
2073,0.380367070895522,0.536778101679104,0.858270809046398,0.591826039642441,1681.66933333333,5,1,8,4,13,10,3,1,3
2074,0.227159981343284,0.337657765858209,0.223274772674283,0.26269444228527,761.050583333333,1,1,5,2,6,7,-1,6,-1
2076,0.294240904850746,1.22696711753731,0.647693168570762,0.722961212592305,2091.07716666667,3,0,4,3,6,5,2,6,3
2077,0.232269976635514,0.350238668224299,0.251697967764541,0.278066817226073,773.8985,1,2,5,2,8,3,1,6,4
2080,0.262982392723881,0.506658931902985,0.551825017486594,0.440497434900894,1249.11933333333,3,1,8,5,12,5,3,2,4
2081,0.317489388992537,0.489902518656716,0.553819888085801,0.453745044694909,1206.12625,1,2,7,4,7,9,-1,6,4
2084,0.258616954291045,0.645939132462687,0.884747959897412,0.59645709288768,1699.37183333333,4,2,7,6,13,10,-1,1,2
2085,0.526797108208955,0.96503369869403,0.867701328981115,0.786517022930431,2190.62708333333,4,2,8,4,17,6,4,1,5
2086,0.469697527985075,1.00290706623134,0.889761249708557,0.787463233579479,2250.67458333333,5,1,6,7,14,15,3,3,5
2087,0.333917793843284,0.632337919776119,0.588981580788063,0.518417916828605,1494.17933333333,2,3,9,3,16,7,-1,6,5
2088,0.49930046728972,0.882907126168224,0.925967881336136,0.769404018378631,2168.12225,2,1,4,2,5,5,-1,6,5
2090,0.256371268656716,0.586483442164179,0.541723012357193,0.461532141469102,1301.27983333333,2,1,4,4,7,7,7,1,4
2091,0.334610981308411,1.00413317757009,0.885766059331932,0.741514640604314,2149.98483333333,5,2,7,3,18,6,7,6,5
2092,0.138809701492537,0.391813782649254,0.312313243180229,0.280981344733774,792.15275,4,2,5,2,7,4,4,1,5
2093,0.169796641791045,0.227980643656716,0.425779435765913,0.274530664593859,767.774083333333,2,0,4,3,5,5,5,1,5
2095,0.271029439252336,0.638416822429906,0.714876430740481,0.541454403862628,1539.448,4,2,6,6,9,9,-1,1,4
2098,0.223705340485075,0.299924440298507,0.487728957799021,0.337131286436067,979.488833333333,2,2,7,5,12,5,4,1,4
2099,0.280771921641791,0.692338736007463,0.631559337840989,0.53489751263117,1605.31566666667,5,2,8,5,16,10,2,4,5
2103,0.197402285447761,0.46365671641791,0.324081720680811,0.328379906723669,933.363916666667,2,2,5,2,7,4,-1,6,5
2104,0.346515041977612,0.735319729477612,0.685702611331313,0.589186630392538,1624.75375,4,3,9,8,14,13,4,1,3
2105,0.292569029850746,0.771881879664179,0.67514257402658,0.579871900505247,1658.91958333333,5,1,4,3,9,7,7,1,4
2106,0.110928521455224,0.209513059701493,0.236068197715085,0.185507190050525,573.0595,2,1,7,4,9,6,5,1,5
2109,0.397908465485075,0.596909981343284,0.832636628584752,0.609169063350175,1742.06583333333,3,1,9,3,16,7,-1,1,4
2110,0.776654034514925,0.586293726679105,0.869469340172534,0.744148775748154,1992.93841666667,1,4,7,3,7,5,5,1,5
2112,0.15622947761194,0.111268306902985,0.122759967358359,0.130085347842985,358.054416666667,1,1,5,2,8,4,7,1,2
2113,0.296068796641791,0.386213736007463,0.374677663791094,0.352321803342402,1020.8365,3,1,4,2,5,5,5,1,5
2115,0.297311217350746,0.578194029850746,0.534645371881557,0.470055227361057,1334.34158333333,4,0,6,7,9,6,3,1,5
2117,0.285703941231343,0.34951854011194,0.411503497318722,0.348913525068014,970.786166666667,2,3,8,3,11,7,-1,1,5
2119,0.543366837686567,1.03765135261194,1.03278165073444,0.871279168286047,2521.54075,5,2,7,6,17,10,3,2,3
2121,0.216414995335821,0.339818913246269,0.325718698997435,0.293986669257676,847.296416666667,1,0,5,2,6,5,7,5,3
2123,0.805952775186567,1.13008232276119,1.53666868733971,1.15759739603576,3355.58675,4,1,6,5,12,11,-1,5,5
2124,0.146913829291045,0.171001515858209,0.230370715784565,0.182765720948309,537.919333333333,1,2,5,5,6,12,-1,1,5
2126,0.30053952891791,0.494757579291045,0.609026929354162,0.46811896618733,1347.71258333333,4,0,4,5,10,11,7,4,3
2130,0.250585004664179,0.383790928171642,0.391623455350898,0.342003653322969,949.154833333333,2,1,4,2,6,4,-1,3,4
2131,0.437846315298507,0.950591884328358,1.11544124504547,0.834648309366498,2363.70041666667,4,1,7,8,11,13,-1,3,-1
2133,0.242195079291045,0.511332789179105,0.505374446257869,0.419640769529732,1170.40266666667,4,1,9,5,24,8,-1,1,3
2135,0.251121268656716,0.590507579291045,0.362938330613197,0.401519393703848,1121.71433333333,2,1,5,1,9,2,6,6,2
2140,0.140303871268657,0.300049440298507,0.295187806015388,0.245184259619122,716.1055,4,0,5,5,8,6,-1,1,5
2141,0.287587803171642,0.239539995335821,0.438484495220331,0.321879828993393,884.371916666667,1,1,9,2,10,4,3,1,5
2143,0.201935517723881,0.358669892723881,0.283956283515971,0.281520753983677,789.183166666667,2,1,6,1,8,3,7,6,2
2146,0.261210237873134,0.617576492537313,0.520185707624155,0.466328332685581,1326.63091666667,2,3,8,3,18,4,-1,5,3
2147,0.465758045708955,0.740698111007463,0.688295290277454,0.631588223863195,1827.29466666667,2,2,7,2,11,7,4,6,5
2148,0.244243470149254,0.348116254664179,0.409445791559804,0.333941041585698,968.635083333333,1,1,7,1,7,3,6,6,5
2150,0.105064898720682,0.118454024520256,0.153794642857143,0.12577118869936,340.39275,1,1,5,1,12,2,1,6,4
2151,0.243816238317757,0.599167056074766,0.608534921747255,0.483849116112452,1380.9565,4,0,5,8,9,12,3,2,5
2152,0.132108325559702,0.264449626865672,0.323087666122639,0.239888340458609,656.394333333333,1,1,3,2,4,6,-1,5,4
2154,0.677044076492537,1.15076317630597,1.06151305665656,0.963114418966187,2744.24616666667,4,3,6,5,13,8,4,1,5
2156,0.135327192164179,0.143767257462687,0.308948589414782,0.196023124757093,555.799666666667,1,0,3,1,4,4,-1,6,3
2157,0.297033761682243,0.725853037383178,0.644413921980846,0.555773810450899,1494.3225,2,4,10,1,14,3,-1,1,4
2160,0.215396455223881,0.457101912313433,0.49959559337841,0.390706451612903,1104.73691666667,2,1,5,6,8,6,5,1,5
2161,0.275654151119403,0.339365321828358,0.491475052459781,0.368841041585698,1039.64633333333,2,3,5,4,8,10,4,1,4
2163,0.439303055037313,0.575683302238806,0.524879575658662,0.513289545277886,1494.30025,2,2,13,7,26,8,5,1,3
2164,0.286796525186567,0.561491371268657,0.666503847050595,0.504943140303148,1436.12016666667,2,2,8,2,17,3,-1,6,-1
2165,0.502241884689922,0.730201187015504,0.560298256236377,0.597577432377876,1707.8835,2,2,6,4,10,8,-1,1,4
2166,0.22907322761194,0.52481739738806,0.757742364187456,0.503897396035756,1423.59791666667,4,1,6,6,13,9,4,1,5
2167,0.263428171641791,0.832828708022388,0.533281417579855,0.543178663039254,1504.54916666667,2,3,9,2,12,6,4,1,2
2168,0.0652126865671642,0.146150536380597,0.246464793658195,0.152616634279052,459.089833333333,1,0,4,3,5,6,2,4,3
2169,0.245329524253731,0.304203708022388,0.307377244112847,0.28563851535173,819.377833333333,2,3,6,2,8,7,5,1,5
2171,0.197349463619403,0.402712803171642,0.506708556773141,0.368934317916829,989.875583333333,4,0,5,5,13,13,-1,1,4
2172,0.136363572761194,0.145607742537313,0.13926020051294,0.140410415856976,386.611166666667,4,2,7,3,13,6,4,1,3
2176,0.200931775700935,0.71510023364486,0.314941252043915,0.410316992446071,1167.09408333333,3,2,5,2,13,4,7,4,3
2179,0.50951871657754,0.884389538770053,0.848224598930481,0.747377618092692,1663.117,4,3,6,5,16,7,4,1,5
2180,0.16675035046729,0.742567873831776,0.603651600093436,0.504331010045947,1427.73291666667,4,0,6,2,12,5,-1,1,3
2183,0.240970732276119,0.943460587686567,0.988014455584052,0.724169102215313,2036.78575,4,2,6,4,13,10,3,1,5
2184,0.124176072761194,0.583477495335821,0.614780484961529,0.440824873688302,1273.38441666667,2,1,3,2,5,7,7,6,2
2185,0.345205457089552,0.81020359141791,0.952874213103287,0.702780528565876,1975.35325,5,3,7,6,16,10,5,3,5
2186,0.316337453358209,0.648110774253731,0.526261366285848,0.496905479984454,1375.06808333333,2,1,7,5,11,7,3,6,2
2187,0.277176422574627,0.658547691231343,0.805294823968291,0.580357131752818,1657.79166666667,5,2,8,8,12,11,4,1,5
2188,0.433584188432836,0.738246035447761,0.955708789927722,0.709198834045861,1984.25775,4,2,6,7,9,11,-1,1,4
2189,0.286336986940299,0.423746735074627,0.415083469340173,0.375058841818888,1041.65958333333,2,3,6,3,7,7,4,6,5
2190,0.409533105700713,0.581687351543943,0.598413747030879,0.529878068091845,1257.30475,1,2,6,2,7,3,4,1,5
2191,0.151327891791045,0.234206389925373,0.343717999533691,0.243091916051302,689.025833333333,2,2,6,4,6,5,2,1,4
2192,0.512907182835821,1.00440823227612,1.13670704126836,0.884693742712787,2480.04966666667,4,2,9,4,19,10,-1,2,4
2194,0.0976283815298507,0.336252332089552,0.199796689204943,0.21122491255344,598.203333333333,2,1,3,3,4,6,-1,6,2
2197,0.137560401119403,0.517891441231343,0.586446257868967,0.413979440342013,1185.14183333333,2,2,6,2,8,4,-1,6,4
2199,0.131349065420561,0.208007359813084,0.303461924783929,0.214279728993069,609.75175,2,2,6,2,11,4,2,6,4
2202,0.430045242537313,0.735956273320896,0.7747695266962,0.646933618344345,1824.85275,3,2,11,5,19,7,2,3,2
2203,0.358373950559702,0.721947994402985,0.735984728374913,0.605445705402254,1709.31916666667,3,0,7,8,12,9,1,4,3
2205,0.321820662313433,0.478701725746269,0.536127652133364,0.445557054022542,1279.57008333333,4,1,5,5,7,6,-1,2,4
2206,0.28766651119403,0.683082555970149,0.518794357659128,0.496516206762534,1401.141,3,2,6,6,11,12,-1,1,3
2208,0.327265974813433,0.668756180037313,0.698693751457216,0.56491570151574,1662.808,2,0,6,2,9,4,-1,6,3
2211,0.120846378504673,0.467223014018692,0.575701588413922,0.387938283622771,1082.1225,2,3,6,2,13,5,-1,6,5
2212,0.558766216856061,0.698041074810606,0.759226035502959,0.672017991004498,1862.60583333333,3,1,7,4,10,8,2,3,5
2214,0.381288668224299,0.916186448598131,0.885670754496613,0.727727591309088,2110.27341666667,6,2,6,7,12,10,-1,6,-1
2215,0.190914995335821,0.38762255130597,0.358971904872931,0.312506762534007,866.669,1,2,5,2,8,5,7,6,3
2217,0.107496968283582,0.3504765625,0.381615761249709,0.279871006607073,824.0555,2,0,5,2,7,3,7,6,3
2218,0.259438083022388,0.336156483208955,0.248527045931453,0.281371317528177,779.637333333333,2,2,9,3,10,8,1,6,5
2222,0.133513059701493,0.265579174440298,0.321365003497319,0.240158725223475,680.519083333333,4,0,7,2,9,3,3,1,5
2223,0.489025700934579,0.964197780373832,1.14797991123569,0.867089673701425,2420.13466666667,2,1,6,3,10,5,2,6,3
2224,0.482881879664179,1.05163514458955,1.20530449988342,0.913296541002721,2571.53983333333,3,1,5,7,10,12,4,3,3
2225,0.186876282649254,0.283100629664179,0.233828514805316,0.234601748931209,662.675,2,1,4,3,5,3,4,1,4
2226,0.491246735074627,1.11521361940299,1.54629820470972,1.05095802565099,3028.33858333333,4,2,8,9,18,12,-1,1,5
2228,0.604582555970149,0.928213269589552,0.712308696665889,0.748365371162068,2096.40308333333,2,2,9,3,19,6,4,6,5
2229,0.445859724813433,0.574286030783582,0.694850781067848,0.57167508744656,1715.1975,4,0,7,6,11,9,5,2,5
2231,0.256486007462687,0.550290928171642,0.49701562135696,0.434602370773416,1236.38983333333,1,2,7,1,9,4,1,6,2
2232,0.300821012126866,0.74149708488806,0.546540452319888,0.529620831713953,1508.27008333333,4,1,6,2,12,4,-1,1,3
2233,0.0151830690298507,0.136064482276119,0.0454812310561903,0.0655746987951807,190.762083333333,1,3,8,3,6,2,-1,6,-1
2234,0.297822897196262,0.755309696261682,0.712547418827377,0.588569659683825,1704.79916666667,4,1,6,4,15,9,5,6,5
2235,0.171514342350746,0.494220848880597,0.382750990906971,0.349497979012825,985.544583333333,2,1,6,2,12,8,7,1,3
2238,0.355305970149254,0.834987406716418,1.34619969689904,0.845536610959969,2374.865,6,1,8,4,11,10,-1,1,5
2240,0.286566114738806,0.643168843283582,0.546695266961996,0.492147648659153,1404.00566666667,4,1,8,6,12,5,5,6,5
2241,0.0916536847014925,0.0830399953358209,0.130000699463744,0.101567003497862,292.169416666667,1,1,4,2,5,3,-1,7,-1
2243,0.433538013059701,1.10358535447761,0.619598274656097,0.718899494753206,2025.28125,1,1,6,5,9,8,1,6,1
2245,0.15293703358209,0.572314715485075,0.450163791093495,0.391809716284493,1117.53208333333,1,2,4,4,8,4,-1,1,4
2246,0.271895172574627,0.629290928171642,0.618237351363954,0.506483171395258,1428.56341666667,4,0,6,3,10,6,8,4,3
2249,0.0260904850746269,0.0213579757462687,0.0207328048496153,0.0227269335406141,66.2566666666667,1,1,5,2,8,2,-1,6,-1
2251,0.161602176966292,0.30705313670412,0.378077580154458,0.282251774986346,811.246583333333,3,2,4,3,6,6,4,1,5
2253,0.402021571828358,0.560843633395522,0.908600139892749,0.623843917605908,1782.80425,3,0,4,5,5,6,-1,1,4
2254,0.253490904850746,0.717649137126866,0.715650851014222,0.562275553828216,1614.60591666667,4,0,3,4,3,6,-1,1,-1
2255,0.514138642723881,0.906330923507463,1.10129389134997,0.840608083948698,2366.58216666667,4,2,6,12,17,16,4,1,5
2256,0.185268423507463,1.00109071828358,0.816024248076475,0.667472677808006,1962.46425,2,2,3,3,6,4,2,6,4
2258,0.429514692164179,1.18000384794776,0.7234231755654,0.777643023707734,2218.61841666667,3,1,6,5,13,8,-1,1,4
2259,0.162405666977612,0.368275419776119,0.428787712753556,0.319831403031481,866.64475,1,2,9,3,13,10,-1,6,4
2260,0.383241021455224,0.357327308768657,0.199405572394498,0.313315779246016,890.271583333333,1,1,6,2,8,8,7,7,3
2262,0.586784281716418,0.991598180970149,0.942345418512474,0.840250563544501,2294.56758333333,2,2,3,5,5,10,2,1,2
2263,0.13872546728972,0.309498247663551,0.497104298061201,0.315123510630013,892.035916666667,1,2,7,2,10,4,2,3,5
2264,0.269605527052239,0.720899020522388,1.25657192818839,0.74906494364555,2067.43458333333,4,2,8,8,10,13,-1,6,5
2265,0.136373484141791,0.630930270522388,0.565826532991373,0.44438620287602,1260.01625,2,2,9,4,14,6,-1,6,4
2266,0.390979594216418,0.610153451492537,0.794671718349266,0.598616828604742,1724.04558333333,2,0,7,10,10,15,6,1,3
2267,0.12792677238806,0.346636543843284,0.299579155980415,0.258050719005052,729.587916666667,1,0,6,1,6,2,-1,6,-1
2270,0.387481226679104,0.535723763992537,0.735030659827466,0.55275938593082,1578.47333333333,2,0,7,3,14,4,3,3,5
2271,0.210311567164179,0.692387010261194,0.518382723245512,0.473697240575204,1352.62366666667,4,1,5,3,8,8,2,4,3
2278,0.257070560747664,0.832720093457944,0.824661410885307,0.638165212989643,1767.95341666667,3,2,6,2,12,6,2,1,4
2281,0.150787313432836,0.295382929104478,0.372088482163675,0.272760629615235,770.414916666667,1,1,4,3,10,10,-1,6,2
2282,0.359005013992537,0.783214902052239,0.684383422709256,0.608873649436455,1764.78591666667,2,2,7,4,12,5,-1,6,3
2283,0.154361707089552,0.25128416511194,0.267005362555374,0.224220404197435,646.65125,2,1,3,4,5,7,3,1,5
2284,0.0498675373134328,0.0429490438432836,0.1762304733038,0.0896890788962301,259.459166666667,1,1,5,2,6,3,4,1,4
2285,0.242452775186567,0.79072947761194,0.695200279785498,0.576136766420521,1651.1475,3,2,9,3,24,5,-1,1,3
2288,0.201696495327103,0.449647429906542,0.403429455734641,0.351595163928043,991.1115,2,0,4,3,6,6,7,4,2
2289,0.0750362639925373,0.104495452425373,0.0802775705292609,0.0866026039642441,240.26425,1,2,5,2,6,3,3,1,4
2292,0.314896222014925,0.756176888992537,0.626444276055025,0.565843839875632,1601.56,3,0,7,4,14,6,7,1,4
2294,0.419439598880597,0.751431786380597,0.4769420610865,0.54926552662262,1571.52,4,2,3,6,11,8,1,5,4
2295,0.243614155783582,0.297752098880597,0.373754488225694,0.30504558880684,858.155916666667,1,0,3,1,3,4,1,6,3
2296,0.150898087686567,0.23949708488806,0.330295406854745,0.240237193937038,704.530666666667,4,3,7,6,9,8,-1,1,5
2299,0.324045708955224,0.492541861007463,0.63018967125204,0.482270579090556,1381.84733333333,2,2,7,5,13,6,3,1,4
2300,0.139727845149254,0.331500116604478,0.323472954068547,0.264904858142246,768.992166666667,2,1,6,5,7,7,1,1,3
2302,0.444087336753731,1.17569974347015,0.831673233854045,0.817154566653712,2324.10791666667,6,2,8,14,17,16,3,3,5
2304,0.201662546641791,0.180680037313433,0.35488237351364,0.245750136027983,687.4,2,1,3,4,5,4,-1,1,-1
2306,0.325003154205607,0.55593785046729,0.468464844662462,0.449803403161748,1216.58158333333,4,2,9,6,16,7,4,1,3
2309,0.500812150186567,0.96942677238806,0.673862438796922,0.714697279440342,2004.50308333333,3,2,6,4,13,4,7,5,3
2313,0.376275769589552,0.755764342350746,0.665892748892516,0.599316129032258,1711.62516666667,1,2,4,1,6,1,-1,6,-1
2314,0.215711287313433,0.736905433768657,0.875633714152483,0.609437504858142,1731.91816666667,4,2,7,7,17,9,7,4,4
2315,0.454229944029851,0.568362406716418,0.702208789927722,0.574943606684804,1621.97741666667,4,1,5,4,8,5,-1,1,5
2319,0.274517490671642,0.550666161380597,0.768501748659361,0.531246910221531,1532.9855,4,2,6,3,11,7,-1,1,5
2320,0.189704757462687,0.177648087686567,0.274425856843087,0.213930936649825,608.25075,1,2,2,1,2,3,-1,6,2
2321,0.347484958022388,1.19733418843284,0.751197715085101,0.765337854644384,2182.17491666667,6,2,7,10,15,12,4,1,4
2323,0.362180270522388,0.758420475746269,0.779206574959198,0.6332804508356,1769.8185,2,2,8,5,12,11,-1,1,-1
2327,0.450874300373134,0.808297691231343,0.714279435765913,0.657821531286436,1837.575,3,1,7,5,12,9,4,1,5
2328,0.450938199626866,1.16048694029851,1.04487246444393,0.885444928099495,2488.73925,6,1,8,8,18,8,-1,1,4
2329,0.252395172574627,0.636525069962687,0.724437164840289,0.537800310921104,1513.95083333333,3,0,2,5,6,9,5,1,4
2331,0.307584771455224,1.04074813432836,0.9584231755654,0.768933424018655,2209.51233333333,7,2,7,5,14,14,-1,1,1
2332,0.271623017723881,0.683331972947761,0.57943413383073,0.511468324912553,1432.97425,2,3,7,2,12,5,1,3,4
2333,0.14478369869403,0.156251282649254,0.174480997901609,0.158506568208317,445.0485,1,1,3,1,4,3,7,6,2
2334,0.28988234608209,1.3729140625,1.28114595476801,0.981337427127866,2791.79675,7,3,6,12,19,18,-1,1,3
2335,0.352622667910448,0.840623484141791,1.18612368850548,0.79315382821609,2214.21883333333,5,1,5,7,13,9,2,3,1
2336,0.318935280373832,0.844518107476635,1.20635704274702,0.789969239155829,2256.44658333333,4,2,9,10,17,9,4,1,5
2338,0.511170942164179,0.536915811567164,0.819138027512241,0.622423552273611,1757.91391666667,4,2,6,3,8,6,5,1,5
2341,0.351261893656716,0.432478311567164,0.809626836092329,0.531143995336183,1431.4835,2,1,7,5,9,7,7,3,3
2342,0.363344042056075,0.869744042056075,0.830752394300397,0.687957947200374,1958.07516666667,4,3,8,8,17,13,-1,1,5
2343,0.219230490654206,0.486561214953271,0.762437748189675,0.489431080133946,1394.84741666667,4,0,7,6,14,8,7,4,4
2345,0.216690881529851,0.566814132462687,0.581671834926556,0.455068791294209,1298.91566666667,3,0,5,5,9,6,-1,6,2
2346,0.482929570895522,0.750011543843284,0.712682093728142,0.648546055188496,1812.73683333333,2,4,5,2,9,2,5,6,5
2347,0.137996618470149,0.511119053171642,0.518304849615295,0.389150213758259,1104.32,3,2,10,3,12,6,-1,1,5
2348,0.227623717350746,0.610762126865672,0.702895896479366,0.51377528177225,1419.53175,2,2,9,4,17,6,7,6,4
2349,0.707109608208955,0.871798390858209,0.808714035905806,0.795875009716284,2214.75683333333,3,2,9,2,11,4,-1,1,5
2350,0.207399603544776,0.492054804104478,0.569826882723246,0.42310516906335,1234.8665,4,1,4,4,4,7,4,1,3
2352,0.341796728971963,0.987534929906542,0.775495795374912,0.701614905381201,2032.78725,6,2,8,2,17,6,7,4,2
2353,0.0508804804104478,0.103308535447761,0.32279785497785,0.159008356004664,458.29225,1,2,7,3,8,4,3,1,5
2354,0.172400419776119,0.181765974813433,0.202119608300303,0.185429965021376,522.855916666667,2,2,4,2,7,5,3,1,4
2355,0.224329640858209,0.58980223880597,0.530761133131266,0.448304080839487,1258.62066666667,4,1,7,7,13,11,-1,4,5
2356,0.380112639925373,0.744944263059702,0.814400209839123,0.646498756315585,1840.60766666667,5,1,9,7,12,9,4,1,5
2358,0.206050489738806,0.352494402985075,0.35449533690837,0.304350641274777,866.177,2,0,5,5,8,8,3,1,4
2359,0.340064365671642,0.440090718283582,0.449420960596876,0.409861756704236,1196.5335,1,1,6,4,8,8,4,6,5
2360,0.217469333022388,0.754093400186567,0.94853916996969,0.640057947920715,1825.00033333333,3,2,7,6,11,8,4,1,4
2363,0.32175734608209,0.785192280783582,0.818326299836792,0.641772366886902,1828.55816666667,4,2,5,4,12,6,-1,1,-1
2366,0.549916822429907,0.980652686915888,0.910866152768045,0.813819445526049,2326.55566666667,2,1,8,2,10,4,5,6,5
2367,0.167403917910448,0.192168726679104,0.463171368617393,0.274262689467548,750.9605,1,2,6,0,7,0,3,1,5
2369,0.499654500932836,0.806377332089552,0.823039752856144,0.709699339292654,2060.57625,4,1,6,3,12,8,-1,4,4
2370,0.333454757462687,1.37575769589552,0.924284681743996,0.877835989117761,2468.51616666667,4,1,8,6,16,12,2,7,-1
2371,0.293043027052239,0.777704407649254,0.789056889717883,0.619947920715119,1763.06925,4,1,5,4,8,8,5,1,5
2373,0.327474930037313,0.660651469216418,0.724193518302635,0.570785231247571,1647.59191666667,2,1,6,4,9,6,2,5,3
2374,0.724207242990654,1.1676214953271,1.75687853305302,1.21627785997975,3430.992,4,2,8,7,13,9,5,1,5
2375,0.30726515858209,0.651871735074627,0.733482513406388,0.564219626894676,1601.75691666667,4,1,9,5,17,12,4,1,5
2377,0.181512943097015,0.225295475746269,0.282929820470972,0.22991686746988,654.085583333333,1,2,8,2,8,5,4,1,5
2379,0.164009328358209,0.493855876865672,0.292292142690604,0.316717217256121,892.314,2,2,7,4,12,8,7,1,4
2381,0.468258644859813,0.877624182242991,1.3332099976641,0.893065220777198,2526.09575,3,2,8,5,13,10,-1,1,5
2382,0.255549299065421,0.313520327102804,0.375342910534922,0.314808893388365,853.154416666667,2,1,6,2,9,4,4,1,5
2383,0.0810171728971963,0.21476308411215,0.2893869423032,0.195063079199439,525.9295,1,0,2,2,2,4,-1,3,4
2387,0.309723763992537,0.446891441231343,0.442214269060387,0.399613136416634,1115.3695,3,1,3,5,7,9,-1,1,4
2388,0.273237756529851,0.539711403917911,0.355408137094894,0.389449786241741,1109.60291666667,2,1,7,2,14,6,1,4,2
2389,0.148968341121495,0.630563317757009,0.75121817332399,0.510268709602056,1408.52083333333,1,2,4,1,9,3,-1,6,2
2391,0.125294392523364,0.42285035046729,0.518656855874796,0.355613231056771,997.353583333333,2,2,5,4,6,10,-1,6,5
2393,0.513355140186916,0.804820327102804,0.464315814062135,0.594153648469745,1632.06491666667,3,2,4,4,8,4,2,3,4
2394,0.44155713619403,0.877547224813433,0.836277337374679,0.71846972405752,2063.37408333333,4,2,7,4,13,5,-1,7,5
2396,0.315942047574627,0.712457322761194,0.689009675915132,0.57247874076953,1633.00641666667,2,3,9,2,14,4,7,6,3
2397,0.188438549440299,0.206122201492537,0.217280834693402,0.203948231636222,561.589,2,0,3,4,3,6,4,3,4
2399,0.252183189655172,0.874846408045977,0.767244109195402,0.631424568965517,1539.97191666667,4,0,3,5,6,9,2,1,5
2400,0.237922691231343,0.350374300373134,0.246866519002098,0.278385386708123,793.485333333333,1,1,4,1,6,2,7,6,2
2401,0.322034228971963,0.657711799065421,0.689527446858211,0.556434857098357,1554.48158333333,3,0,5,7,8,9,-1,1,3
2403,0.580316697761194,0.885707555970149,1.3550226159944,0.940381189273222,2690.30991666667,2,1,8,4,18,12,-1,3,4
2404,0.116713152985075,0.195957905783582,0.273307297738401,0.19533218033424,536.492166666667,1,2,4,1,6,3,4,1,5
2405,0.318730293843284,0.489157532649254,0.52955327582187,0.445820209871745,1249.94166666667,4,2,8,3,11,5,5,1,4
2406,0.486505480410448,0.82184666511194,0.746714035905806,0.685026855810338,1930.38708333333,4,1,6,7,16,16,2,5,4
2407,0.174234375,0.144516791044776,0.219458848216367,0.179406451612903,515.060833333333,1,1,4,4,4,4,1,3,3
2408,0.191339552238806,0.756787080223881,0.687936465376545,0.545365448892344,1555.65483333333,6,1,6,6,9,8,4,1,5
2409,0.141814598880597,0.329240555037313,0.32745605036139,0.266175165176836,757.5075,1,2,5,1,6,2,2,4,4
2410,0.460390537383178,1.0225511682243,1.15343985050222,0.878815240246087,2527.16191666667,5,1,7,5,16,7,5,1,5
2411,0.422228387850467,0.703663668224299,0.983312777388461,0.703090102016977,1994.22975,4,1,7,3,13,6,5,1,5
2414,0.229379430970149,0.372979710820896,0.619581021217067,0.4073298872911,1193.04375,2,2,6,2,9,6,-1,1,5
2415,0.30720067630597,0.347260844216418,0.424379225926789,0.359618616401088,960.62025,1,1,8,2,11,4,1,6,-1
2416,0.230276935634328,0.566902518656716,0.621945908137095,0.473053361834435,1370.07116666667,3,2,6,4,10,6,7,6,4
2417,0.287318446828358,0.704884211753731,0.537533574259734,0.509914224640498,1456.58675,4,1,6,2,13,6,7,5,3
2418,0.225597947761194,0.757503381529851,0.898449638610399,0.627204741546832,1685.0385,3,2,5,1,8,3,1,5,1
2420,0.197747667910448,0.431244986007463,0.304871065516437,0.311287407695297,867.105416666667,4,1,3,0,7,0,7,5,2
2421,0.238625645661157,0.447171100206612,0.567755357603925,0.417863605061548,1109.7585,4,1,9,5,13,11,4,1,5
2422,0.28022947761194,0.672153684701493,0.604135346234554,0.518846132918772,1483.36025,4,1,5,7,11,10,7,1,3
2426,0.721555620335821,0.99341359608209,0.943178130100256,0.886053556160124,2538.759,4,1,5,6,13,11,7,1,2
2427,0.130749027237354,0.21763642996109,0.379312059324094,0.242576923076923,652.992416666667,1,1,5,3,7,8,4,1,3
2428,0.215828941231343,0.372887243470149,0.461389951037538,0.350044034201321,996.763583333333,2,1,7,6,12,8,2,4,4
2429,0.0369216417910448,0.159831739738806,0.105760083935649,0.100838204430626,286.434916666667,1,2,7,5,9,11,-1,4,5
